DATE,CPIAUCSL,UNRATE
1961-02-01,0.014620877252635056,6.9
1961-03-01,0.014620877252635056,6.9
1961-04-01,0.009140148950575577,7.0
1961-05-01,0.009130875887723988,7.1
1961-06-01,0.0077676460655184965,6.9
1961-07-01,0.012521150592216701,7.0
1961-08-01,0.011144883485309176,6.6
1961-09-01,0.012495778453225359,6.7
1961-10-01,0.007731092436974896,6.5
1961-11-01,0.00671591672263272,6.1
1961-12-01,0.006709158000671067,6.0
1962-01-01,0.006702412868632601,5.8
1962-02-01,0.009048257372654245,5.5
1962-03-01,0.011058981233244003,5.6
1962-04-01,0.013418316001341912,5.6
1962-05-01,0.013404825737265424,5.5
1962-06-01,0.012399463806970434,5.5
1962-07-01,0.010026737967914423,5.4
1962-08-01,0.011356045424181671,5.7
1962-09-01,0.014676450967311627,5.6
1962-10-01,0.013342228152101399,5.4
1962-11-01,0.013342228152101399,5.7
1962-12-01,0.012329223592135952,5.5
1963-01-01,0.013315579227696439,5.7
1963-02-01,0.012288276320159497,5.9
1963-03-01,0.011269472986410234,5.7
1963-04-01,0.00893743793445867,5.7
1963-05-01,0.008928571428571619,5.9
1963-06-01,0.013240648791790655,5.6
1963-07-01,0.015552614162806178,5.6
1963-08-01,0.015521796565389767,5.4
1963-09-01,0.009861932938855844,5.5
1963-10-01,0.012179065174456882,5.5
1963-11-01,0.013166556945358954,5.7
1963-12-01,0.016458196181698526,5.5
1964-01-01,0.016425755584756896,5.6
1964-02-01,0.014107611548556331,5.4
1964-03-01,0.014093739757456536,5.4
1964-04-01,0.015419947506561726,5.3
1964-05-01,0.015404785316289749,5.1
1964-06-01,0.013067624959163693,5.2
1964-07-01,0.010752688172043001,4.9
1964-08-01,0.009756097560975618,5.0
1964-09-01,0.01171875,5.1
1964-10-01,0.012032520325203189,5.1
1964-11-01,0.013970110461338558,4.8
1964-12-01,0.011981865284974136,5.0
1965-01-01,0.01098901098901095,4.9
1965-02-01,0.011970236169524417,5.1
1965-03-01,0.011958629605688387,4.7
1965-04-01,0.013893376413570246,4.8
1965-05-01,0.0161394448030987,4.6
1965-06-01,0.019348597226700903,4.6
1965-07-01,0.01805286911669879,4.4
1965-08-01,0.016103059581320522,4.4
1965-09-01,0.01737451737451745,4.3
1965-10-01,0.017030848329048665,4.2
1965-11-01,0.017302146747837144,4.1
1965-12-01,0.019200000000000106,4.0
1966-01-01,0.019181585677749302,4.0
1966-02-01,0.025575447570332477,3.8
1966-03-01,0.027786649632705274,3.8
1966-04-01,0.028680688336520044,3.8
1966-05-01,0.02763659466327839,3.9
1966-06-01,0.024359379943056148,3.8
1966-07-01,0.02754908169727699,3.8
1966-08-01,0.034865293185419866,3.8
1966-09-01,0.035736875395319334,3.7
1966-10-01,0.03791469194312813,3.7
1966-11-01,0.03559055118110255,3.6
1966-12-01,0.033594976452119285,3.8
1967-01-01,0.0319949811794229,3.9
1967-02-01,0.028678304239401653,3.8
1967-03-01,0.025481665630826544,3.8
1967-04-01,0.025402726146220633,3.8
1967-05-01,0.023183925811437467,3.8
1967-06-01,0.028412600370598895,3.9
1967-07-01,0.029275808936825687,3.8
1967-08-01,0.026033690658499253,3.8
1967-09-01,0.025954198473282508,3.8
1967-10-01,0.025875190258751957,4.0
1967-11-01,0.0310218978102188,3.9
1967-12-01,0.03280680437424044,3.8
1968-01-01,0.03647416413373872,3.7
1968-02-01,0.036363636363636376,3.8
1968-03-01,0.039393939393939315,3.7
1968-04-01,0.0392749244712991,3.5
1968-05-01,0.04229607250755274,3.5
1968-06-01,0.042042042042042205,3.7
1968-07-01,0.04491017964071853,3.7
1968-08-01,0.04477611940298498,3.5
1968-09-01,0.044642857142857206,3.4
1968-10-01,0.047477744807121525,3.4
1968-11-01,0.04424778761061954,3.4
1968-12-01,0.04705882352941182,3.4
1969-01-01,0.04692082111436946,3.4
1969-02-01,0.04678362573099393,3.4
1969-03-01,0.05247813411078739,3.4
1969-04-01,0.05523255813953476,3.4
1969-05-01,0.05507246376811592,3.4
1969-06-01,0.054755043227665556,3.5
1969-07-01,0.054441260744985565,3.5
1969-08-01,0.05428571428571427,3.5
1969-09-01,0.056980056980056926,3.7
1969-10-01,0.056657223796034106,3.7
1969-11-01,0.05932203389830515,3.5
1969-12-01,0.0589887640449438,3.5
1970-01-01,0.06162464985994376,3.9
1970-02-01,0.06424581005586605,4.2
1970-03-01,0.06094182825484751,4.4
1970-04-01,0.060606060606060774,4.6
1970-05-01,0.06043956043956045,4.8
1970-06-01,0.060109289617486183,4.9
1970-07-01,0.057065217391304435,5.0
1970-08-01,0.05691056910569103,5.1
1970-09-01,0.05660377358490565,5.4
1970-10-01,0.05630026809651478,5.5
1970-11-01,0.05600000000000005,5.9
1970-12-01,0.055702917771883076,6.1
1971-01-01,0.05277044854881274,5.9
1971-02-01,0.04724409448818889,5.9
1971-03-01,0.044386422976501416,6.0
1971-04-01,0.04155844155844157,5.9
1971-05-01,0.04404145077720201,5.9
1971-06-01,0.04381443298969079,5.9
1971-07-01,0.04370179948586128,6.0
1971-08-01,0.04358974358974366,6.1
1971-09-01,0.04081632653061207,6.0
1971-10-01,0.038071065989847774,5.8
1971-11-01,0.03535353535353525,6.0
1971-12-01,0.03266331658291466,6.0
1972-01-01,0.03258145363408538,5.8
1972-02-01,0.03759398496240607,5.7
1972-03-01,0.03499999999999992,5.8
1972-04-01,0.034912718204488824,5.7
1972-05-01,0.032258064516129226,5.7
1972-06-01,0.029629629629629672,5.7
1972-07-01,0.029556650246305383,5.6
1972-08-01,0.029484029484029284,5.6
1972-09-01,0.031862745098039325,5.5
1972-10-01,0.03178484107579482,5.6
1972-11-01,0.034146341463414664,5.3
1972-12-01,0.03406326034063256,5.2
1973-01-01,0.03640776699029136,4.9
1973-02-01,0.03864734299516903,5.0
1973-03-01,0.048309178743961345,4.9
1973-04-01,0.053012048192771166,5.0
1973-05-01,0.05528846153846145,4.9
1973-06-01,0.05995203836930463,4.9
1973-07-01,0.05741626794258381,4.8
1973-08-01,0.07398568019093088,4.8
1973-09-01,0.07363420427553447,4.8
1973-10-01,0.08056872037914697,4.6
1973-11-01,0.08254716981132071,4.8
1973-12-01,0.0894117647058823,4.9
1974-01-01,0.09601873536299754,5.1
1974-02-01,0.09999999999999987,5.2
1974-03-01,0.10138248847926268,5.1
1974-04-01,0.10068649885583514,5.1
1974-05-01,0.1070615034168565,5.1
1974-06-01,0.10859728506787314,5.4
1974-07-01,0.1153846153846152,5.5
1974-08-01,0.10888888888888881,5.5
1974-09-01,0.11946902654867242,5.9
1974-10-01,0.11842105263157898,6.0
1974-11-01,0.12200435729847503,6.6
1974-12-01,0.12095032397408212,7.2
1975-01-01,0.11752136752136755,8.1
1975-02-01,0.11205073995771686,8.1
1975-03-01,0.10460251046025104,8.6
1975-04-01,0.10187110187110182,8.8
1975-05-01,0.09259259259259256,9.0
1975-06-01,0.09183673469387754,8.8
1975-07-01,0.09533468559837743,8.6
1975-08-01,0.08617234468937895,8.4
1975-09-01,0.07905138339920947,8.4
1975-10-01,0.07647058823529407,8.4
1975-11-01,0.0737864077669903,8.3
1975-12-01,0.07129094412331405,8.2
1976-01-01,0.06692160611854692,7.9
1976-02-01,0.06273764258555126,7.7
1976-03-01,0.06060606060606055,7.6
1976-04-01,0.05849056603773595,7.7
1976-05-01,0.062146892655367214,7.4
1976-06-01,0.059813084112149584,7.6
1976-07-01,0.05555555555555558,7.8
1976-08-01,0.05719557195571956,7.8
1976-09-01,0.05494505494505497,7.6
1976-10-01,0.05464480874316946,7.7
1976-11-01,0.05063291139240511,7.8
1976-12-01,0.050359712230215736,7.8
1977-01-01,0.051971326164874654,7.5
1977-02-01,0.06082289803220031,7.6
1977-03-01,0.06428571428571428,7.4
1977-04-01,0.06951871657754016,7.2
1977-05-01,0.06737588652482285,7.0
1977-06-01,0.06701940035273357,7.2
1977-07-01,0.06666666666666665,6.9
1977-08-01,0.06631762652705064,7.0
1977-09-01,0.06423611111111094,6.8
1977-10-01,0.06390328151986191,6.8
1977-11-01,0.06712564543889843,6.8
1977-12-01,0.0667808219178081,6.4
1978-01-01,0.0681431005110733,6.4
1978-02-01,0.062394603709949426,6.3
1978-03-01,0.06375838926174482,6.3
1978-04-01,0.06499999999999995,6.1
1978-05-01,0.0714285714285714,6.0
1978-06-01,0.07438016528925617,5.9
1978-07-01,0.07730263157894735,6.2
1978-08-01,0.07855973813420625,5.9
1978-09-01,0.08482871125611746,6.0
1978-10-01,0.08928571428571419,5.8
1978-11-01,0.08870967741935476,5.9
1978-12-01,0.08988764044943842,6.0
1979-01-01,0.09250398724082931,5.9
1979-02-01,0.09841269841269851,5.9
1979-03-01,0.10252365930599372,5.8
1979-04-01,0.10485133020344284,5.8
1979-05-01,0.10697674418604652,5.6
1979-06-01,0.11076923076923073,5.7
1979-07-01,0.11450381679389321,5.7
1979-08-01,0.11836115326251884,6.0
1979-09-01,0.11879699248120312,5.9
1979-10-01,0.12071535022354718,6.0
1979-11-01,0.125925925925926,5.9
1979-12-01,0.13254786450662737,6.0
1980-01-01,0.13868613138686126,6.3
1980-02-01,0.14161849710982644,6.3
1980-03-01,0.14592274678111572,6.3
1980-04-01,0.1458923512747876,6.9
1980-05-01,0.14425770308123242,7.5
1980-06-01,0.1426592797783932,7.6
1980-07-01,0.1315068493150684,7.8
1980-08-01,0.12890094979647215,7.7
1980-09-01,0.12768817204301075,7.5
1980-10-01,0.12632978723404253,7.5
1980-11-01,0.12631578947368416,7.5
1980-12-01,0.12353706111833551,7.2
1981-01-01,0.11794871794871797,7.5
1981-02-01,0.11392405063291133,7.4
1981-03-01,0.10611735330836458,7.4
1981-04-01,0.10135970333745359,7.2
1981-05-01,0.0979192166462668,7.5
1981-06-01,0.09696969696969693,7.5
1981-07-01,0.10774818401937059,7.2
1981-08-01,0.10817307692307687,7.4
1981-09-01,0.1096543504171632,7.6
1981-10-01,0.10271546635182993,7.9
1981-11-01,0.09579439252336464,8.3
1981-12-01,0.08912037037037024,8.5
1982-01-01,0.08256880733944949,8.6
1982-02-01,0.07613636363636367,8.9
1982-03-01,0.06884875846501148,9.0
1982-04-01,0.06621773288439958,9.3
1982-05-01,0.06911928651059096,9.4
1982-06-01,0.07182320441988943,9.6
1982-07-01,0.06557377049180335,9.8
1982-08-01,0.05965292841648595,9.8
1982-09-01,0.04940923737916236,10.1
1982-10-01,0.05032119914346889,10.4
1982-11-01,0.044776119402985204,10.8
1982-12-01,0.03825717321997879,10.8
1983-01-01,0.037076271186440746,10.4
1983-02-01,0.03484688489968324,10.4
1983-03-01,0.035902851108764455,10.3
1983-04-01,0.040000000000000036,10.2
1983-05-01,0.0344108446298228,10.1
1983-06-01,0.024742268041237248,10.1
1983-07-01,0.02358974358974364,9.4
1983-08-01,0.02456499488229258,9.5
1983-09-01,0.02763561924257929,9.2
1983-10-01,0.02752293577981657,8.8
1983-11-01,0.031632653061224536,8.5
1983-12-01,0.03787103377686796,8.3
1984-01-01,0.04290091930541351,8.0
1984-02-01,0.04693877551020398,7.8
1984-03-01,0.04892966360856277,7.8
1984-04-01,0.045546558704453455,7.7
1984-05-01,0.043346774193548265,7.4
1984-06-01,0.04325955734406439,7.2
1984-07-01,0.043086172344689366,7.5
1984-08-01,0.04295704295704317,7.5
1984-09-01,0.042828685258964105,7.3
1984-10-01,0.04265873015873023,7.4
1984-11-01,0.041543026706231556,7.2
1984-12-01,0.04043392504930954,7.3
1985-01-01,0.0352595494613126,7.3
1985-02-01,0.03606237816764146,7.2
1985-03-01,0.03790087463556846,7.2
1985-04-01,0.03581800580832528,7.3
1985-05-01,0.035748792270531515,7.2
1985-06-01,0.03664416586306651,7.4
1985-07-01,0.03458213256484166,7.4
1985-08-01,0.03352490421455934,7.1
1985-09-01,0.032473734479465,7.1
1985-10-01,0.032350142721217834,7.1
1985-11-01,0.03513770180436859,7.0
1985-12-01,0.03791469194312791,7.0
1986-01-01,0.039735099337748325,6.7
1986-02-01,0.0319849482596426,7.2
1986-03-01,0.021535580524344455,7.2
1986-04-01,0.015887850467289688,7.1
1986-05-01,0.01679104477611948,7.2
1986-06-01,0.017674418604651132,7.2
1986-07-01,0.01671309192200554,7.0
1986-08-01,0.01575532900834098,6.9
1986-09-01,0.01757631822386685,7.0
1986-10-01,0.015668202764977046,7.0
1986-11-01,0.012844036697247763,6.9
1986-12-01,0.01187214611872145,6.6
1987-01-01,0.01364877161055511,6.6
1987-02-01,0.019143117593436676,6.6
1987-03-01,0.028414298808432603,6.6
1987-04-01,0.03679852805887762,6.3
1987-05-01,0.03669724770642202,6.3
1987-06-01,0.03747714808043878,6.2
1987-07-01,0.03926940639269394,6.1
1987-08-01,0.042883211678832245,6.0
1987-09-01,0.042727272727272725,5.9
1987-10-01,0.04355716878402904,6.0
1987-11-01,0.04528985507246386,5.8
1987-12-01,0.04332129963898912,5.7
1988-01-01,0.04129263913824044,5.7
1988-02-01,0.03935599284436497,5.7
1988-03-01,0.03832442067736186,5.7
1988-04-01,0.03992901508429458,5.4
1988-05-01,0.03982300884955747,5.6
1988-06-01,0.0396475770925111,5.4
1988-07-01,0.04130052724077338,5.4
1988-08-01,0.04111986001749779,5.6
1988-09-01,0.04184829991281602,5.4
1988-10-01,0.04260869565217407,5.4
1988-11-01,0.04246100519930662,5.3
1988-12-01,0.044117647058823595,5.3
1989-01-01,0.04482758620689653,5.4
1989-02-01,0.04647160068846801,5.2
1989-03-01,0.04892703862660941,5.0
1989-04-01,0.05034129692832767,5.2
1989-05-01,0.052765957446808454,5.2
1989-06-01,0.051694915254237195,5.3
1989-07-01,0.05063291139240511,5.2
1989-08-01,0.04621848739495804,5.2
1989-09-01,0.04435146443514637,5.3
1989-10-01,0.04587155963302747,5.3
1989-11-01,0.046550290939318506,5.4
1989-12-01,0.046396023198011616,5.4
1990-01-01,0.051980198019802026,5.4
1990-02-01,0.05263157894736836,5.3
1990-03-01,0.05237315875613735,5.2
1990-04-01,0.04711616571892785,5.4
1990-05-01,0.043654001616814764,5.4
1990-06-01,0.04673650282030639,5.2
1990-07-01,0.04819277108433728,5.5
1990-08-01,0.05702811244979911,5.7
1990-09-01,0.06169871794871806,5.9
1990-10-01,0.06379585326953752,5.9
1990-11-01,0.06195393169181873,6.2
1990-12-01,0.06254948535233562,6.3
1991-01-01,0.05647058823529405,6.4
1991-02-01,0.05312500000000009,6.6
1991-03-01,0.04821150855365497,6.8
1991-04-01,0.04809930178432875,6.7
1991-05-01,0.05034856700232382,6.9
1991-06-01,0.046959199384141614,6.9
1991-07-01,0.04367816091954024,6.8
1991-08-01,0.03799392097264431,6.9
1991-09-01,0.03396226415094339,6.9
1991-10-01,0.028485757121439192,7.0
1991-11-01,0.030665669409125185,7.0
1991-12-01,0.02980625931445613,7.3
1992-01-01,0.02672605790645899,7.3
1992-02-01,0.028189910979228294,7.4
1992-03-01,0.03189910979228472,7.4
1992-04-01,0.031828275351591495,7.4
1992-05-01,0.030235988200590036,7.6
1992-06-01,0.030147058823529305,7.8
1992-07-01,0.031571218795888534,7.7
1992-08-01,0.030746705710102518,7.6
1992-09-01,0.029927007299270114,7.6
1992-10-01,0.03279883381924198,7.3
1992-11-01,0.031204644412191396,7.4
1992-12-01,0.02966714905933454,7.4
1993-01-01,0.03253796095444694,7.3
1993-02-01,0.032467532467532534,7.1
1993-03-01,0.030194104960460155,7.0
1993-04-01,0.031563845050215145,7.1
1993-05-01,0.0322118826055835,7.1
1993-06-01,0.029978586723768963,7.0
1993-07-01,0.028469750889679624,6.9
1993-08-01,0.02840909090909083,6.8
1993-09-01,0.027639971651311157,6.7
1993-10-01,0.02752293577981657,6.8
1993-11-01,0.027445460942997935,6.6
1993-12-01,0.028109627547435068,6.5
1994-01-01,0.02450980392156854,6.6
1994-02-01,0.02515723270440251,6.6
1994-03-01,0.026517794836008246,6.5
1994-04-01,0.02364394993045882,6.4
1994-05-01,0.02288488210818307,6.1
1994-06-01,0.02494802494802495,6.1
1994-07-01,0.0269896193771626,6.1
1994-08-01,0.02900552486187835,6.0
1994-09-01,0.02965517241379323,5.9
1994-10-01,0.026098901098901228,5.8
1994-11-01,0.026027397260274032,5.6
1994-12-01,0.02597402597402576,5.5
1995-01-01,0.028708133971291794,5.6
1995-02-01,0.02862985685071595,5.4
1995-03-01,0.027872195785180187,5.4
1995-04-01,0.03125000000000022,5.8
1995-05-01,0.031186440677966054,5.6
1995-06-01,0.030425963488843744,5.6
1995-07-01,0.028301886792452713,5.7
1995-08-01,0.026174496644295386,5.7
1995-09-01,0.0254521098459477,5.6
1995-10-01,0.027443105756358666,5.5
1995-11-01,0.02603471295060067,5.6
1995-12-01,0.025316455696202667,5.6
1996-01-01,0.027906976744185963,5.6
1996-02-01,0.02717031146454607,5.5
1996-03-01,0.028439153439153486,5.5
1996-04-01,0.02832674571805005,5.6
1996-05-01,0.02827087442472065,5.6
1996-06-01,0.028215223097112663,5.3
1996-07-01,0.028833551769331667,5.5
1996-08-01,0.028122956180510084,5.1
1996-09-01,0.030045721750489918,5.2
1996-10-01,0.030618892508143203,5.2
1996-11-01,0.03253090435914108,5.4
1996-12-01,0.03378817413905133,5.4
1997-01-01,0.030381383322559907,5.3
1997-02-01,0.030322580645161246,5.2
1997-03-01,0.027652733118971096,5.2
1997-04-01,0.02434336963484962,5.1
1997-05-01,0.02237851662404089,4.9
1997-06-01,0.02233567326100827,5.0
1997-07-01,0.021656050955414008,4.9
1997-08-01,0.022900763358778775,4.8
1997-09-01,0.0221940393151554,4.9
1997-10-01,0.020859671302149163,4.7
1997-11-01,0.018903591682419618,4.6
1997-12-01,0.016970458830924073,4.7
1998-01-01,0.016311166875784044,4.6
1998-02-01,0.01440200375704448,4.6
1998-03-01,0.013767209011263937,4.7
1998-04-01,0.014383989993745905,4.3
1998-05-01,0.016885553470919357,4.4
1998-06-01,0.01622971285892638,4.5
1998-07-01,0.0174563591022443,4.5
1998-08-01,0.016169154228855787,4.5
1998-09-01,0.014267990074441794,4.6
1998-10-01,0.014860681114551078,4.5
1998-11-01,0.014842300556586308,4.4
1998-12-01,0.01606922126081578,4.4
1999-01-01,0.016666666666666607,4.3
1999-02-01,0.016666666666666607,4.4
1999-03-01,0.01728395061728394,4.2
1999-04-01,0.02281134401972884,4.3
1999-05-01,0.02091020910209096,4.2
1999-06-01,0.019656019656019597,4.3
1999-07-01,0.021446078431372584,4.3
1999-08-01,0.022643818849449104,4.2
1999-09-01,0.02629969418960254,4.2
1999-10-01,0.0256253813300793,4.1
1999-11-01,0.026203534430225606,4.1
1999-12-01,0.02676399026763998,4.0
2000-01-01,0.02792956891317555,4.0
2000-02-01,0.032179720704310855,4.1
2000-03-01,0.03762135922330101,4.0
2000-04-01,0.03013863773357439,3.8
2000-05-01,0.031325301204819134,4.0
2000-06-01,0.03734939759036138,4.0
2000-07-01,0.03599280143971195,4.0
2000-08-01,0.033512866546977715,4.1
2000-09-01,0.0345649582836709,3.9
2000-10-01,0.03450327186198687,3.9
2000-11-01,0.03444180522565321,3.9
2000-12-01,0.03436018957345954,3.9
2001-01-01,0.037212049616065945,4.2
2001-02-01,0.03529411764705892,4.2
2001-03-01,0.029824561403508643,4.3
2001-04-01,0.03218256290228205,4.4
2001-05-01,0.035630841121495394,4.3
2001-06-01,0.03193960511033689,4.5
2001-07-01,0.027214823393167498,4.6
2001-08-01,0.027214823393167498,4.9
2001-09-01,0.025921658986175045,5.0
2001-10-01,0.02127659574468077,5.3
2001-11-01,0.01894374282433997,5.5
2001-12-01,0.01603665521191311,5.7
2002-01-01,0.011958997722095743,5.7
2002-02-01,0.011363636363636465,5.7
2002-03-01,0.013628620102214661,5.7
2002-04-01,0.01643990929705219,5.9
2002-05-01,0.012408347433727984,5.8
2002-06-01,0.010692177827799743,5.8
2002-07-01,0.01465614430665152,5.8
2002-08-01,0.01747463359639223,5.7
2002-09-01,0.01516002245929271,5.7
2002-10-01,0.020270270270270174,5.7
2002-11-01,0.022535211267605604,5.9
2002-12-01,0.024802705749718212,6.0
2003-01-01,0.02757456387169399,5.8
2003-02-01,0.03146067415730336,5.9
2003-03-01,0.03025210084033625,5.9
2003-04-01,0.02175125488008911,6.0
2003-05-01,0.018941504178273005,6.1
2003-06-01,0.01948775055679297,6.3
2003-07-01,0.020555555555555438,6.2
2003-08-01,0.02216066481994461,6.1
2003-09-01,0.02378318584070782,6.1
2003-10-01,0.02041942604856528,6.0
2003-11-01,0.019283746556473913,5.8
2003-12-01,0.020352035203520247,5.7
2004-01-01,0.020262869660460092,5.7
2004-02-01,0.01688453159041381,5.6
2004-03-01,0.017400761283306032,5.8
2004-04-01,0.022925764192139875,5.6
2004-05-01,0.028977583378895444,5.6
2004-06-01,0.03167667941015839,5.6
2004-07-01,0.02939575394665228,5.5
2004-08-01,0.025474254742547275,5.4
2004-09-01,0.025391680172879516,5.4
2004-10-01,0.03190914007571655,5.5
2004-11-01,0.03621621621621607,5.4
2004-12-01,0.033423180592991875,5.4
2005-01-01,0.028448738593666034,5.3
2005-02-01,0.030530262453133394,5.4
2005-03-01,0.032068412613575736,5.2
2005-04-01,0.03361792956243326,5.2
2005-05-01,0.02869287991498415,5.1
2005-06-01,0.02541026998411855,5.0
2005-07-01,0.03067160232681121,5.0
2005-08-01,0.03646934460887952,4.9
2005-09-01,0.04741833508956805,5.0
2005-10-01,0.04350104821802936,5.0
2005-11-01,0.03338549817423053,5.0
2005-12-01,0.03338549817423053,4.9
