DATE,CPIAUCSL,UNRATE
2006-01-01,0.04018789144050117,4.7
2006-02-01,0.0363825363825363,4.8
2006-03-01,0.03417918177110302,4.7
2006-04-01,0.03613835828600931,4.7
2006-05-01,0.03977272727272729,4.6
2006-06-01,0.041817243159525175,4.6
2006-07-01,0.041046690610569536,4.7
2006-08-01,0.03926568077511483,4.7
2006-09-01,0.02012072434607637,4.5
2006-10-01,0.014063284781516971,4.4
2006-11-01,0.01968702675416467,4.5
2006-12-01,0.025239777889954462,4.4
2007-01-01,0.020757651781234232,4.6
2007-02-01,0.02420260782347028,4.5
2007-03-01,0.027981972959439272,4.4
2007-04-01,0.025929247633283525,4.5
2007-05-01,0.02709885742672613,4.4
2007-06-01,0.02692765113974227,4.6
2007-07-01,0.023178905864958077,4.7
2007-08-01,0.01897448478900876,4.6
2007-09-01,0.028338264299802685,4.7
2007-10-01,0.03610698365527476,4.7
2007-11-01,0.04373267326732666,4.7
2007-12-01,0.04108813392417532,5.0
2008-01-01,0.04294695655165981,5.0
2008-02-01,0.04142959270611968,4.9
2008-03-01,0.03974903550134434,5.1
2008-04-01,0.039037609759888126,5.0
2008-05-01,0.04088413823123993,5.4
2008-06-01,0.04935966105947864,5.6
2008-07-01,0.054975120783418374,5.8
2008-08-01,0.053080171620912386,6.1
2008-09-01,0.04953319875136075,6.1
2008-10-01,0.03731057889956513,6.5
2008-11-01,0.010999174706166848,6.8
2008-12-01,-0.0002222800255385904,7.3
2009-01-01,-0.0011358601902212717,7.8
2009-02-01,8.463140671510772e-05,8.3
2009-03-01,-0.004464787676623838,8.7
2009-04-01,-0.005763244243767063,9.0
2009-05-01,-0.01015761495855172,9.4
2009-06-01,-0.012291746182109153,9.5
2009-07-01,-0.01958761003762277,9.5
2009-08-01,-0.014838355663267633,9.6
2009-09-01,-0.01377942862886472,9.8
2009-10-01,-0.002239682942003385,10.0
2009-11-01,0.019145871744709275,9.9
2009-12-01,0.028141231232083674,9.9
2010-01-01,0.026211113889767157,9.8
2010-02-01,0.02151336357866529,9.8
2010-03-01,0.022861714393279886,9.9
2010-04-01,0.022067707525304403,9.9
2010-05-01,0.020035489292185682,9.6
2010-06-01,0.011215605940686268,9.4
2010-07-01,0.013407784804821077,9.4
2010-08-01,0.011501775395112546,9.5
2010-09-01,0.011183122472331775,9.5
2010-10-01,0.011666951489314625,9.4
2010-11-01,0.01084544776600338,9.8
2010-12-01,0.01437793022217937,9.3
2011-01-01,0.017007834915029774,9.1
2011-02-01,0.02124898173333145,9.0
2011-03-01,0.02619241510354109,9.0
2011-04-01,0.030772344447868694,9.1
2011-05-01,0.034589718808965,9.0
2011-06-01,0.03502318150636041,9.1
2011-07-01,0.035798809769996165,9.0
2011-08-01,0.0375499603070808,9.0
2011-09-01,0.03812621692818685,9.0
2011-10-01,0.035222681306640524,8.8
2011-11-01,0.03451432214581729,8.6
2011-12-01,0.03062066838419386,8.5
2012-01-01,0.030087663379855023,8.3
2012-02-01,0.028981784423473878,8.3
2012-03-01,0.025828752813320977,8.2
2012-04-01,0.022731633741348567,8.2
2012-05-01,0.01737942937466075,8.2
2012-06-01,0.01653870448297634,8.2
2012-07-01,0.014175114798464783,8.2
2012-08-01,0.016859349154821235,8.1
2012-09-01,0.019497168982819613,7.8
2012-10-01,0.021556780595369363,7.8
2012-11-01,0.017960197033926262,7.7
2012-12-01,0.017595049796895523,7.9
2013-01-01,0.01684061762098299,8.0
2013-02-01,0.020181404902574807,7.7
2013-03-01,0.015187472411246183,7.5
2013-04-01,0.01138808047576867,7.6
2013-05-01,0.013903888279197085,7.5
2013-06-01,0.017157935271568725,7.5
2013-07-01,0.01885471805415806,7.3
2013-08-01,0.01538809488600279,7.2
2013-09-01,0.010947341081747997,7.2
2013-10-01,0.00876799143491147,7.2
2013-11-01,0.012328701961954458,6.9
2013-12-01,0.015128383667573297,6.7
2014-01-01,0.01557758795574915,6.6
2014-02-01,0.011204746347724948,6.7
2014-03-01,0.016126949139408042,6.7
2014-04-01,0.02015125303606169,6.2
2014-05-01,0.02166947687079812,6.3
2014-06-01,0.020589816945944195,6.1
2014-07-01,0.019742378703305974,6.2
2014-08-01,0.017150983482969062,6.1
2014-09-01,0.016840509711232077,5.9
2014-10-01,0.016095417021513292,5.7
2014-11-01,0.01231524989320798,5.8
2014-12-01,0.006531213919623191,5.6
2015-01-01,-0.002299309782054282,5.7
2015-02-01,-0.0008703146293520536,5.5
2015-03-01,-0.00022031284423873476,5.4
2015-04-01,-0.0010403098939391064,5.4
2015-05-01,0.0003503321824429584,5.6
2015-06-01,0.001795718097550525,5.3
2015-07-01,0.0022568611104094582,5.2
2015-08-01,0.002413037985344868,5.1
2015-09-01,8.842961634170088e-05,5.0
2015-10-01,0.0012761656067050708,5.0
2015-11-01,0.004363182169185187,5.1
2015-12-01,0.006387247515364791,5.0
2016-01-01,0.012375025026943876,4.8
2016-02-01,0.008472775790126619,4.9
2016-03-01,0.008916160965521946,5.0
2016-04-01,0.011726257503534843,5.1
2016-05-01,0.010784764621246223,4.8
2016-06-01,0.010792865347959424,4.9
2016-07-01,0.008683633430518256,4.8
2016-08-01,0.010553158595656864,4.9
2016-09-01,0.015486446201652182,5.0
2016-10-01,0.01685924966243646,4.9
2016-11-01,0.016843334719788938,4.7
2016-12-01,0.020507989115119862,4.7
2017-01-01,0.025103933482571117,4.7
2017-02-01,0.028103616813294208,4.6
2017-03-01,0.0244119623655914,4.4
2017-04-01,0.02176223471915395,4.4
2017-05-01,0.018563431667619756,4.4
2017-06-01,0.01640565809959127,4.3
2017-07-01,0.017251073506566073,4.3
2017-08-01,0.0192812155729698,4.4
2017-09-01,0.021805652303711787,4.3
2017-10-01,0.02020757753132485,4.2
2017-11-01,0.02172493864295566,4.2
2017-12-01,0.021299307195522532,4.1
2018-01-01,0.0210370333883374,4.0
2018-02-01,0.02226584592182146,4.1
2018-03-01,0.023325898348449225,4.0
2018-04-01,0.02437825818102879,4.0
2018-05-01,0.02776593826330709,3.8
2018-06-01,0.028485069400359553,4.0
2018-07-01,0.028987524719234603,3.8
2018-08-01,0.0267799969818463,3.8
2018-09-01,0.023551849372045464,3.7
2018-10-01,0.025285249730360837,3.8
2018-11-01,0.021728053574028294,3.8
2018-12-01,0.019152155929057058,3.9
2019-01-01,0.014983336214486442,4.0
2019-02-01,0.014817249908795294,3.8
2019-03-01,0.01879950797536667,3.8
2019-04-01,0.020056287128317196,3.6
2019-05-01,0.018127514664306066,3.6
2019-06-01,0.01689643912423633,3.6
2019-07-01,0.018211624085340272,3.7
2019-08-01,0.01759689214257043,3.7
2019-09-01,0.017273300322313334,3.5
2019-10-01,0.017570848921546256,3.6
2019-11-01,0.0203081648242478,3.6
2019-12-01,0.022617213948865622,3.6
2020-01-01,0.02460490355289746,3.5
2020-02-01,0.023197108262389632,3.5
2020-03-01,0.015306383296693093,4.4
2020-04-01,0.0036486481190454167,14.7
2020-05-01,0.002424361108391171,13.2
2020-06-01,0.007268141963729713,11.0
2020-07-01,0.010328253223915507,10.2
2020-08-01,0.013275873510318892,8.4
2020-09-01,0.014006453724921597,7.9
2020-10-01,0.011841977419793537,6.9
2020-11-01,0.011377566062035438,6.7
2020-12-01,0.012781544394667721,6.7
2021-01-01,0.013599709295582851,6.4
2021-02-01,0.016752442984166338,6.2
2021-03-01,0.026583773943021027,6.0
2021-04-01,0.04151991065780525,6.0
2021-05-01,0.04944440971462516,5.8
2021-06-01,0.05341015562734963,5.9
